emp_no,first_name,last_name,gender,dept_no,dept_name,salary,to_date
408551,Abdulah,Schiper,F,d007,Sales,98178,9999-01-01
408552,Holgard,Trumbly,M,d004,Production,40000,9999-01-01
408704,Zissis,Randi,F,d009,Customer Service,40000,9999-01-01
408556,Kankanahalli,Farrar,F,d004,Production,40000,9999-01-01
408557,Anwar,Reinhart,M,d005,Development,40000,9999-01-01
408712,Paddy,Perko,F,d003,Human Resources,48857,9999-01-01
408571,Suebskul,Sinitsyn,M,d003,Human Resources,40000,9999-01-01
408721,Moss,Bottner,F,d007,Sales,59907,9999-01-01
408577,Ibibia,Schwabacher,F,d001,Marketing,61930,9999-01-01
408731,Jeanne,Quadeer,M,d004,Production,52447,9999-01-01
408589,Chikako,Pietrzykowski,M,d005,Development,50843,9999-01-01
408591,Lorien,Pouyioutas,M,d005,Development,45804,9999-01-01
408592,Neelam,Itzigehl,F,d005,Development,51858,9999-01-01
408736,Junsik,Poehlman,F,d001,Marketing,70387,9999-01-01
408742,Janalee,Aumann,M,d005,Development,60498,9999-01-01
408752,Kristinn,Teitelbaum,M,d004,Production,61148,9999-01-01
408608,Hyuncheol,Skafidas,F,d007,Sales,62590,9999-01-01
408613,Mart,Angelov,M,d005,Development,41770,9999-01-01
408763,Kerryn,Tzvieli,F,d005,Development,55877,9999-01-01
408621,Masaru,Jiang,F,d007,Sales,98143,9999-01-01
408626,Jianhua,Swan,M,d006,Quality Management,40000,9999-01-01
408629,Conor,Jayawardene,M,d008,Research,48916,9999-01-01
408771,Chanjung,Munro,F,d007,Sales,58929,9999-01-01
408807,Hsiangchu,Tanemo,M,d007,Sales,78639,9999-01-01
408644,Jaideep,Otillio,F,d001,Marketing,65966,9999-01-01
408808,Nikolaos,Birrer,F,d004,Production,51247,9999-01-01
408814,Utz,Kropp,M,d001,Marketing,58502,9999-01-01
408842,Masami,Hartvigsen,M,d004,Production,40000,9999-01-01
408818,Bingning,Coorg,M,d008,Research,40000,9999-01-01
408822,Baziley,Farrag,M,d007,Sales,53647,9999-01-01
408825,Alair,Nitta,M,d005,Development,40000,9999-01-01
408861,Akeel,Moffat,F,d004,Production,40000,9999-01-01
408867,Renee,Gente,F,d007,Sales,51047,9999-01-01
408834,Amstein,Ermel,M,d009,Customer Service,47807,9999-01-01
408868,Tuval,Milicic,M,d007,Sales,82911,9999-01-01
408870,Duke,Molenkamp,M,d008,Research,47085,9999-01-01
409028,Steve,Hebden,F,d007,Sales,93209,9999-01-01
408881,Christophe,Aloia,F,d004,Production,51437,9999-01-01
408886,Boguslaw,Erni,F,d009,Customer Service,52637,9999-01-01
409035,Gad,Vadhan,M,d006,Quality Management,51179,9999-01-01
408904,Fabrizio,Karner,M,d004,Production,46781,9999-01-01
409039,Sergi,Smeets,M,d007,Sales,51810,9999-01-01
408914,Ennio,Delgrande,F,d002,Finance,61751,9999-01-01
409048,Keung,Carrere,M,d004,Production,43168,9999-01-01
408922,Bernardo,Gulak,M,d005,Development,40306,9999-01-01
409072,Vatsa,Kroha,F,d005,Development,43847,9999-01-01
408938,Along,Klerer,M,d005,Development,40000,9999-01-01
408942,Martine,Brizzi,F,d001,Marketing,57108,9999-01-01
409073,Rosella,Underwood,F,d009,Customer Service,44203,9999-01-01
408948,Arve,Munoz,F,d005,Development,65774,9999-01-01
408956,Claudi,Zlotek,M,d007,Sales,73448,9999-01-01
408959,Richard,Linnainmaa,M,d007,Sales,69309,9999-01-01
408965,Thanasis,Penn,M,d004,Production,48374,9999-01-01
408967,Prasadram,Gomatam,F,d005,Development,40000,9999-01-01
408968,Mabhin,Isard,M,d001,Marketing,75811,9999-01-01
408971,Premal,Kilgore,F,d004,Production,72693,9999-01-01
408974,Jouko,Fasbender,M,d008,Research,52308,9999-01-01
408986,Yannik,Kilgour,M,d005,Development,40000,9999-01-01
408989,Huei,Heyers,M,d004,Production,43943,9999-01-01
408990,Weijing,Mikschl,M,d003,Human Resources,40000,9999-01-01
409001,Randi,Orlowski,M,d002,Finance,54724,9999-01-01
409011,Ramya,Morton,F,d007,Sales,69833,9999-01-01
409087,Mahendra,Spataro,M,d006,Quality Management,40000,9999-01-01
409017,Hinrich,Bultermann,M,d006,Quality Management,40000,9999-01-01
409100,Khatoun,Eastman,F,d002,Finance,76120,9999-01-01
409105,Munenori,Kinley,M,d008,Research,40000,9999-01-01
409118,Elvia,Wilharm,F,d003,Human Resources,40000,9999-01-01
409120,Panayotis,Sifakis,F,d007,Sales,91847,9999-01-01
409121,Jaewon,Unno,M,d005,Development,52857,9999-01-01
409123,Abdelwaheb,Schaft,F,d005,Development,56643,9999-01-01
409139,Xuejia,Nourani,F,d006,Quality Management,40000,9999-01-01
409236,Wilmer,Cannane,M,d005,Development,40000,9999-01-01
409145,Steve,Merey,F,d005,Development,57115,9999-01-01
409256,Zine,Herbst,M,d005,Development,40836,9999-01-01
409148,Wuxu,Auria,M,d009,Customer Service,40000,9999-01-01
409153,Arie,Backhouse,M,d009,Customer Service,80090,9999-01-01
409267,Zijian,Roisin,M,d005,Development,46653,9999-01-01
409162,Nevio,Narwekar,M,d007,Sales,51830,9999-01-01
409274,Jacqueline,Carrera,M,d007,Sales,88329,9999-01-01
409188,Xianlong,Bonifati,M,d005,Development,40000,9999-01-01
409196,Sudharsan,Kroll,M,d008,Research,40000,9999-01-01
409303,DeForest,Gulik,M,d007,Sales,85315,9999-01-01
409305,Make,Curless,F,d004,Production,48501,9999-01-01
409199,Shushma,Ballarin,F,d004,Production,57372,9999-01-01
409210,Satoru,Pouyioutas,M,d008,Research,40000,9999-01-01
409321,Kiyotoshi,Isaac,F,d005,Development,46300,9999-01-01
409399,Make,Auria,M,d001,Marketing,82731,9999-01-01
409342,Kristian,Unni,F,d001,Marketing,42916,9999-01-01
409406,Mario,Thambidurai,M,d008,Research,60130,9999-01-01
409415,Chriss,Sommen,F,d004,Production,47180,9999-01-01
409431,Lijia,Kobuchi,M,d002,Finance,60065,9999-01-01
409365,Anestis,Deverell,M,d009,Customer Service,40000,9999-01-01
409374,Vesna,Gischer,F,d006,Quality Management,40000,9999-01-01
409443,Perry,Hutter,F,d002,Finance,45413,9999-01-01
409385,Jolita,Speel,F,d007,Sales,68017,9999-01-01
409447,Zita,Vieth,F,d004,Production,40000,9999-01-01
409451,Sudhanshu,Eterovic,F,d005,Development,53168,9999-01-01
409454,Limsoon,Showalter,M,d009,Customer Service,40000,9999-01-01
409460,Aruna,Bojadziev,M,d002,Finance,46837,9999-01-01
409481,Sakthirel,Brickell,M,d004,Production,53278,9999-01-01
409584,Duke,Cooman,M,d004,Production,61796,9999-01-01
409490,Noritoshi,Selenyi,M,d009,Customer Service,45663,9999-01-01
409603,Oksana,Hiroyama,F,d003,Human Resources,40000,9999-01-01
409517,Atilio,Nilsson,F,d001,Marketing,78863,9999-01-01
409607,Qiwen,Woycyznski,F,d007,Sales,58704,9999-01-01
409616,Augustine,Rosenbaum,M,d004,Production,40000,9999-01-01
409620,Pascal,Auyong,M,d001,Marketing,43575,9999-01-01
409624,Erzsebet,Porotnikoff,M,d009,Customer Service,59969,9999-01-01
409625,Serif,Lindenbaum,M,d005,Development,40000,9999-01-01
409518,Duangkaew,Nitto,M,d005,Development,61191,9999-01-01
409626,Danny,Picci,M,d007,Sales,46110,9999-01-01
409522,Gadiel,Cheshire,F,d005,Development,48092,9999-01-01
409527,Renny,Mukaidono,F,d004,Production,40000,9999-01-01
409544,Divine,Hegner,M,d004,Production,51297,9999-01-01
409648,Kenton,Mukaidono,M,d005,Development,58835,9999-01-01
409649,Heon,Kugler,M,d001,Marketing,60051,9999-01-01
409551,Iara,Stentiford,M,d007,Sales,86476,9999-01-01
409656,Oksana,Krychniak,M,d005,Development,40000,9999-01-01
409553,Minghong,Portugali,F,d006,Quality Management,45181,9999-01-01
409557,Gila,Brendel,M,d009,Customer Service,40000,9999-01-01
409673,Otilia,Reistad,F,d005,Development,45441,9999-01-01
409559,Ibibia,Rosca,F,d003,Human Resources,40000,9999-01-01
409561,Shigehito,Ullian,F,d003,Human Resources,40000,9999-01-01
409685,Hausi,Brandsma,F,d004,Production,43218,9999-01-01
409562,Sachar,Luce,M,d004,Production,40000,9999-01-01
409563,Yongmin,Sidhu,F,d005,Development,59793,9999-01-01
409694,Chenye,Aloisi,M,d005,Development,89337,9999-01-01
409574,Mani,Reghbati,M,d004,Production,40000,9999-01-01
409767,Maja,Ruther,M,d007,Sales,57586,9999-01-01
409717,Xiaoqiu,Zyda,F,d005,Development,40952,9999-01-01
409768,Goncalo,Glinert,M,d004,Production,51419,9999-01-01
409777,Jenwei,Beerel,M,d007,Sales,73984,9999-01-01
409726,Kyoichi,Makrucki,M,d005,Development,40000,9999-01-01
409731,Djenana,Ranft,F,d005,Development,40000,9999-01-01
409781,Luisa,Ariola,M,d001,Marketing,75311,9999-01-01
409738,Torsten,Hainaut,M,d005,Development,40000,9999-01-01
409795,Gift,Callaway,M,d004,Production,64266,9999-01-01
409742,Constantijn,Aseltine,M,d001,Marketing,40000,9999-01-01
409819,Gaetan,Pellegrinelli,M,d004,Production,40000,9999-01-01
409751,Felicidad,Gluchowski,M,d003,Human Resources,40000,9999-01-01
409761,Nahid,Brattka,F,d002,Finance,64018,9999-01-01
409822,Bedrich,Baik,M,d004,Production,40000,9999-01-01
409841,Dharmaraja,Brodal,M,d007,Sales,61656,9999-01-01
409954,Leif,Azulay,F,d003,Human Resources,41401,9999-01-01
409959,Maha,Gecsei,M,d004,Production,52946,9999-01-01
409846,Kamran,Cherinka,M,d004,Production,55224,9999-01-01
409861,Yagil,Prochazka,M,d006,Quality Management,44729,9999-01-01
409967,Duri,Miculan,F,d004,Production,47672,9999-01-01
409865,Woody,Ishibashi,F,d006,Quality Management,40000,9999-01-01
409983,Yinghua,Bach,M,d007,Sales,69151,9999-01-01
409873,Taiji,Dayana,F,d004,Production,51354,9999-01-01
409989,Xiaobin,Beerel,F,d003,Human Resources,51407,9999-01-01
409875,Suebskul,Raney,M,d001,Marketing,55589,9999-01-01
409995,Tomoyuki,Grospietsch,M,d004,Production,45207,9999-01-01
409880,Tesuya,Kavraki,M,d001,Marketing,74533,9999-01-01
410007,Gererd,Mikschl,M,d004,Production,59713,9999-01-01
410009,Hausi,DuBourdieux,F,d005,Development,44076,9999-01-01
410011,Lunjin,Selvestrel,F,d007,Sales,59790,9999-01-01
410029,Martins,Lung,M,d005,Development,63720,9999-01-01
410036,Augustine,Asrin,F,d004,Production,52019,9999-01-01
410043,Patricio,Mattern,M,d006,Quality Management,42680,9999-01-01
409914,Achilleas,Ramsay,F,d006,Quality Management,43849,9999-01-01
410061,Bouchung,Chinin,M,d004,Production,49501,9999-01-01
410063,Bilhanan,Willoner,M,d004,Production,40000,9999-01-01
410065,Shooichi,Comyn,F,d004,Production,40000,9999-01-01
409918,Yinghua,Raney,M,d006,Quality Management,64321,9999-01-01
409920,Maya,Hofman,M,d004,Production,40000,9999-01-01
410087,Zhigen,Maraist,F,d009,Customer Service,70720,9999-01-01
409935,Howell,Gronowski,F,d005,Development,40000,9999-01-01
410091,Juichirou,Manderick,M,d004,Production,89944,9999-01-01
410098,Duke,Baek,F,d009,Customer Service,40000,9999-01-01
409942,Izaskun,Navazio,M,d001,Marketing,69086,9999-01-01
410106,Ger,Mungall,F,d007,Sales,52672,9999-01-01
410108,Unal,Ratzlaff,M,d006,Quality Management,40000,9999-01-01
409948,Gad,Daescu,M,d005,Development,40000,9999-01-01
410117,Fumiyo,Beausoleil,F,d007,Sales,79540,9999-01-01
410137,Seongbin,Murthy,M,d008,Research,41433,9999-01-01
410124,Froduald,Veccia,F,d004,Production,53239,9999-01-01
410126,Mari,Shobatake,M,d003,Human Resources,43040,9999-01-01
410148,Alagu,Stanger,M,d005,Development,55739,9999-01-01
410156,Takushi,Chappelet,M,d004,Production,40000,9999-01-01
410184,Sandeepan,Mondadori,F,d005,Development,60614,9999-01-01
410327,Volkmar,Puppe,M,d004,Production,40000,9999-01-01
410201,Hein,Prenel,M,d005,Development,40000,9999-01-01
410347,Marsja,Zschoche,M,d005,Development,43630,9999-01-01
410205,Mrinalini,Ghazalie,M,d002,Finance,48941,9999-01-01
410356,Yongqiao,Belinskaya,M,d009,Customer Service,40000,9999-01-01
410359,Elgin,Lowrie,M,d004,Production,40000,9999-01-01
410360,Aral,Veeraraghavan,M,d001,Marketing,74946,9999-01-01
410216,Berthier,Thorensen,M,d009,Customer Service,40000,9999-01-01
410365,Mayuko,Eldridge,F,d007,Sales,51955,9999-01-01
410248,Maria,Keustermans,F,d001,Marketing,52532,9999-01-01
410382,Masadi,Staelin,M,d003,Human Resources,40000,9999-01-01
410392,Troy,Karner,M,d001,Marketing,63827,9999-01-01
410255,Somnath,Anguita,M,d007,Sales,76014,9999-01-01
410262,Tristan,Nergos,M,d005,Development,80849,9999-01-01
410265,Alper,Beausoleil,M,d007,Sales,79893,9999-01-01
410418,Adas,Dahlbom,M,d005,Development,60695,9999-01-01
410304,Gaurav,Encarnacion,M,d005,Development,51620,9999-01-01
410436,Uriel,Perfilyeva,M,d008,Research,40000,9999-01-01
410444,Khoa,Hasham,M,d005,Development,40000,9999-01-01
410307,Aleksander,Simmen,F,d007,Sales,67827,9999-01-01
410313,Maia,Chepyzhov,M,d004,Production,40000,9999-01-01
410456,Uno,Dalton,M,d009,Customer Service,40000,9999-01-01
410320,Emdad,Luon,M,d004,Production,40000,9999-01-01
410514,Bernice,Compeau,F,d008,Research,40000,9999-01-01
410479,Aron,Kadhim,M,d009,Customer Service,40000,9999-01-01
410520,Ashish,Nittel,M,d009,Customer Service,43416,9999-01-01
410525,Inderjeet,Shiratori,F,d004,Production,40000,9999-01-01
410496,Jagoda,Denti,F,d008,Research,48602,9999-01-01
410527,Dayanand,Bharadwaj,F,d003,Human Resources,51652,9999-01-01
410553,Sanjay,Varman,M,d005,Development,60498,9999-01-01
410503,Randi,Cappelletti,M,d009,Customer Service,42106,9999-01-01
410505,Hongzhu,Yetto,F,d004,Production,40000,9999-01-01
410561,Vitaly,Kusalik,M,d004,Production,42606,9999-01-01
410563,Magy,Akazan,M,d002,Finance,70811,9999-01-01
410698,Nishit,Piazza,M,d004,Production,40000,9999-01-01
410578,Oscar,Leivant,F,d004,Production,56262,9999-01-01
410706,Dhritiman,Dymetman,F,d005,Development,50258,9999-01-01
410708,Volkmar,Hartvigsen,F,d008,Research,40000,9999-01-01
410581,Yannik,Oxenboll,F,d005,Development,40000,9999-01-01
410594,Yannik,Stille,M,d009,Customer Service,56702,9999-01-01
410720,Akeno,Pargas,M,d001,Marketing,51928,9999-01-01
410721,Weiye,Schoegge,M,d004,Production,72403,9999-01-01
410599,Rajmohan,Janetzko,F,d009,Customer Service,51659,9999-01-01
410733,Gill,Passafiume,M,d007,Sales,65914,9999-01-01
410609,Kannan,Scallan,M,d005,Development,48726,9999-01-01
410744,Murthy,Papsdorf,F,d007,Sales,59276,9999-01-01
410618,Boutros,McConalogue,F,d005,Development,54464,9999-01-01
410638,Baoqiu,Lieberherr,F,d005,Development,55978,9999-01-01
410758,Yoshimitsu,Snyers,M,d009,Customer Service,40000,9999-01-01
410763,Zhigen,Krohn,M,d002,Finance,57440,9999-01-01
410767,Charlene,Halevi,M,d004,Production,53976,9999-01-01
410657,Shaunak,Versino,F,d009,Customer Service,40000,9999-01-01
410775,Luerbio,Thebaut,M,d007,Sales,90376,9999-01-01
410660,Chinhyun,Rusmann,M,d001,Marketing,61244,9999-01-01
410668,Yishay,McDermid,M,d005,Development,68138,9999-01-01
410794,Sangeeta,Cyne,F,d005,Development,41253,9999-01-01
410795,Kaijung,Plessier,M,d005,Development,70009,9999-01-01
410798,Fumiyo,Plumb,M,d004,Production,51953,9999-01-01
410799,Paddy,Bernick,F,d005,Development,40000,9999-01-01
410685,Sreekrishna,Beetstra,M,d001,Marketing,64857,9999-01-01
410813,Eckart,Monarch,M,d005,Development,63663,9999-01-01
410883,Supot,Peak,M,d008,Research,40000,9999-01-01
410817,Shay,Tasistro,M,d009,Customer Service,53920,9999-01-01
410824,Satosi,Warwick,F,d007,Sales,103671,9999-01-01
410887,Nagui,Stassinopoulos,F,d009,Customer Service,40000,9999-01-01
410890,Mads,Gelosh,F,d007,Sales,62480,9999-01-01
410893,Fusako,Schlumberger,F,d009,Customer Service,40000,9999-01-01
410902,Masaki,Perng,M,d005,Development,40000,9999-01-01
410934,Lihong,Asrin,M,d004,Production,40000,9999-01-01
410856,Nishit,Glowinski,M,d006,Quality Management,50559,9999-01-01
410857,Anestis,Lamba,M,d007,Sales,74970,9999-01-01
410862,Shigenori,Shobatake,M,d009,Customer Service,42257,9999-01-01
410936,Shaunak,Christ,F,d005,Development,52328,9999-01-01
410938,Kensyu,Borstler,F,d001,Marketing,84859,9999-01-01
410948,Barun,Engelmann,F,d004,Production,54943,9999-01-01
410957,Bernd,Malabarba,M,d008,Research,55417,9999-01-01
410966,Juichirou,Cooman,M,d007,Sales,71754,9999-01-01
411078,Georg,Morton,M,d009,Customer Service,40000,9999-01-01
411081,Zeydy,Selvestrel,F,d004,Production,58546,9999-01-01
411091,Aloys,Domenig,M,d004,Production,40000,9999-01-01
411103,Muzhong,Uchoa,F,d005,Development,42130,9999-01-01
410990,Jayesh,Mahnke,M,d004,Production,46232,9999-01-01
411128,Srinidhi,Swist,M,d003,Human Resources,40000,9999-01-01
411137,Nadjib,Levasseur,M,d005,Development,40000,9999-01-01
411139,Muneo,Sevcikova,M,d007,Sales,67589,9999-01-01
411024,Bowen,Syrzycki,F,d007,Sales,61803,9999-01-01
411149,Mads,Matzke,F,d004,Production,77952,9999-01-01
411152,Teruyuki,Schahn,F,d009,Customer Service,40159,9999-01-01
411155,Ult,Kavanagh,F,d005,Development,40000,9999-01-01
411160,Rafols,Barinka,M,d002,Finance,84020,9999-01-01
411030,Slavian,Kulisch,F,d005,Development,40000,9999-01-01
411036,Florina,Hofstetter,M,d005,Development,57976,9999-01-01
411041,Aiichiro,Joslin,F,d004,Production,47851,9999-01-01
411177,Goa,Gien,F,d005,Development,40000,9999-01-01
411055,Pragnesh,Yurek,M,d005,Development,54867,9999-01-01
411252,Gaetan,Stafford,F,d007,Sales,61195,9999-01-01
411195,Xinan,Hertweck,M,d001,Marketing,72886,9999-01-01
411255,George,Lores,F,d005,Development,40000,9999-01-01
411267,Nalini,Naudin,F,d004,Production,60591,9999-01-01
411284,Perry,Lubachevsky,F,d005,Development,67085,9999-01-01
411222,Yechezkel,Kakkad,M,d008,Research,41341,9999-01-01
411290,Turgut,Fabrizio,M,d005,Development,42119,9999-01-01
411302,George,Negoita,F,d005,Development,40000,9999-01-01
411234,JoAnne,Sessa,M,d004,Production,40000,9999-01-01
411238,Yolla,Grandbois,F,d001,Marketing,40000,9999-01-01
411317,Kauko,Werthner,M,d004,Production,40771,9999-01-01
411319,Munenori,Desikan,F,d004,Production,40000,9999-01-01
411328,Alejandra,Szilard,F,d004,Production,48513,9999-01-01
411437,Zhilian,Kriebel,M,d005,Development,40000,9999-01-01
411330,Gennady,Akaboshi,F,d006,Quality Management,50959,9999-01-01
411439,Petter,Petereit,M,d008,Research,40000,9999-01-01
411348,Georgi,Falster,M,d008,Research,40000,9999-01-01
411447,Brewster,Bernick,M,d005,Development,40000,9999-01-01
411377,Arto,Junet,M,d007,Sales,71801,9999-01-01
411463,Subhankar,Zallocco,F,d004,Production,51427,9999-01-01
411378,Remco,Berztiss,M,d001,Marketing,52820,9999-01-01
411384,Christoper,Sidou,M,d004,Production,40000,9999-01-01
411482,Shaunak,Petersohn,M,d005,Development,40000,9999-01-01
411390,Masako,Jullig,M,d009,Customer Service,40000,9999-01-01
411484,Arvin,Bain,M,d005,Development,50314,9999-01-01
411412,Hairong,Schaar,M,d004,Production,42348,9999-01-01
411492,Seongbae,Wroclawski,M,d002,Finance,67803,9999-01-01
411504,Karsten,Rassart,F,d004,Production,42150,9999-01-01
411505,Martijn,Ranft,F,d004,Production,55268,9999-01-01
411423,Mohua,Passafiume,M,d004,Production,73831,9999-01-01
411512,Mats,Cappelli,F,d007,Sales,61237,9999-01-01
411424,Uta,Janocha,F,d004,Production,40000,9999-01-01
411623,Heon,Peron,M,d006,Quality Management,40000,9999-01-01
411544,Byong,Legleitner,M,d009,Customer Service,71666,9999-01-01
411626,Georg,Angiulli,M,d005,Development,40000,9999-01-01
411545,Pranav,Sadowsky,F,d005,Development,40000,9999-01-01
411643,Kankanahalli,Billawala,M,d007,Sales,72615,9999-01-01
411555,Giri,Dayang,M,d004,Production,40000,9999-01-01
411644,Yonghoan,Collette,M,d007,Sales,64256,9999-01-01
411653,Mani,Parhami,M,d004,Production,58552,9999-01-01
411573,Ymte,Casley,M,d004,Production,60800,9999-01-01
411654,Shahid,Swick,F,d005,Development,48638,9999-01-01
411655,Nahum,Valette,F,d005,Development,54786,9999-01-01
411665,Martine,Pepe,M,d004,Production,40000,9999-01-01
411587,Spyrose,Kambil,M,d001,Marketing,40000,9999-01-01
411676,Arie,Kroft,F,d009,Customer Service,40000,9999-01-01
411684,Mara,Ravishankar,M,d005,Development,52623,9999-01-01
411696,Arfst,Mateescu,F,d008,Research,40000,9999-01-01
411615,Guther,Karlin,M,d006,Quality Management,55275,9999-01-01
411715,Ranga,Pileggi,M,d004,Production,51856,9999-01-01
411719,Fumino,Sambasivam,M,d009,Customer Service,45626,9999-01-01
411813,Premal,Hammerschmidt,M,d003,Human Resources,61444,9999-01-01
411734,Tse,Krychniak,F,d001,Marketing,71264,9999-01-01
411820,Nathan,Benantar,F,d008,Research,40000,9999-01-01
411752,Remko,Nitsche,M,d005,Development,40000,9999-01-01
411834,Fusako,Beetstra,F,d007,Sales,71136,9999-01-01
411759,Prasadram,Biros,M,d005,Development,40000,9999-01-01
411838,Laurentiu,Jeansoulin,M,d008,Research,49581,9999-01-01
411766,Kinh,Peac,F,d004,Production,50201,9999-01-01
411848,Kenroku,Cunliffe,F,d002,Finance,46001,9999-01-01
411851,Parke,Deville,F,d004,Production,52661,9999-01-01
411767,Patricia,Beeson,F,d004,Production,53390,9999-01-01
411774,Tremaine,Vitiello,M,d003,Human Resources,46366,9999-01-01
411858,Weiye,Baaz,M,d007,Sales,72121,9999-01-01
411784,Leandro,Katalagarianos,M,d002,Finance,40000,9999-01-01
411863,Eberhardt,Dratva,M,d007,Sales,67845,9999-01-01
411869,Serenella,Sherertz,F,d001,Marketing,79059,9999-01-01
411794,Amabile,Kakkar,M,d009,Customer Service,40000,9999-01-01
411879,Amstein,Kulisch,M,d007,Sales,54872,9999-01-01
411797,Josyula,Bondorf,M,d008,Research,50974,9999-01-01
411882,Youjian,Akazan,M,d009,Customer Service,40000,9999-01-01
411990,Luigi,Renear,M,d007,Sales,112709,9999-01-01
411891,Karsten,Beeson,F,d005,Development,40000,9999-01-01
411896,Uma,Muhlberg,F,d004,Production,40000,9999-01-01
411897,Suebskul,Wilharm,M,d005,Development,67017,9999-01-01
411900,Mari,Wynblatt,M,d007,Sales,93358,9999-01-01
411994,Lihong,Czap,M,d005,Development,40000,9999-01-01
411905,Basim,Cronin,F,d007,Sales,63770,9999-01-01
412008,Irene,Bach,M,d006,Quality Management,52759,9999-01-01
411908,Leaf,Fadgyas,M,d007,Sales,64039,9999-01-01
412010,Taegyun,Pietrzykowski,F,d005,Development,52970,9999-01-01
411921,Sadun,Buescher,M,d008,Research,41751,9999-01-01
412012,Mara,Anandan,F,d007,Sales,70434,9999-01-01
412014,Shaowei,Brobst,M,d004,Production,48063,9999-01-01
411928,JiYoung,Bain,M,d002,Finance,40000,9999-01-01
412041,Shen,Kalefeld,F,d003,Human Resources,40000,9999-01-01
411946,Youpyo,Lampe,M,d008,Research,40000,9999-01-01
412043,Sajjan,Androutsos,F,d008,Research,40000,9999-01-01
411950,Maris,Emmerich,F,d004,Production,49921,9999-01-01
411962,Tooru,Murillo,M,d007,Sales,72868,9999-01-01
411971,Sugwoo,Magalhaes,F,d005,Development,40000,9999-01-01
412050,Marie,Malabarba,M,d007,Sales,66758,9999-01-01
412052,Rajmohan,Deville,M,d006,Quality Management,40000,9999-01-01
412070,Khalil,Polajnar,M,d004,Production,40000,9999-01-01
412183,Gou,Zyda,F,d005,Development,53637,9999-01-01
412081,Tooru,Murthy,F,d005,Development,58299,9999-01-01
412195,Honglan,Cappelletti,F,d001,Marketing,70563,9999-01-01
412093,Avishai,Engelmann,M,d007,Sales,91917,9999-01-01
412101,Hauke,Karlin,M,d006,Quality Management,40000,9999-01-01
412105,Teiji,Siksek,F,d007,Sales,68574,9999-01-01
412109,Tadanori,Naumovich,M,d004,Production,40000,9999-01-01
412118,Emran,Marchesini,M,d004,Production,47659,9999-01-01
412125,Neelam,Asmuth,M,d006,Quality Management,40000,9999-01-01
412243,Sarita,Gammage,M,d007,Sales,67266,9999-01-01
412129,Sanjeeva,Fortenbacher,M,d005,Development,40000,9999-01-01
412133,Moti,Penttonen,M,d003,Human Resources,40554,9999-01-01
412141,Arun,Bernick,M,d007,Sales,79707,9999-01-01
412155,Kwok,Hiraishi,F,d005,Development,66439,9999-01-01
412282,Nitsan,Cromarty,M,d007,Sales,54292,9999-01-01
412164,Slavian,Merro,F,d007,Sales,119939,9999-01-01
412289,Golgen,Lorcy,M,d009,Customer Service,76562,9999-01-01
412166,Vesna,Hitomi,F,d007,Sales,82821,9999-01-01
412295,Bezalel,Scharstein,F,d007,Sales,54686,9999-01-01
412167,Margo,Validov,M,d004,Production,53001,9999-01-01
412368,Duangkaew,Garrabrants,F,d004,Production,42153,9999-01-01
412303,Sanjai,Kusakari,M,d007,Sales,88490,9999-01-01
412304,Tiina,Khamsi,F,d004,Production,42857,9999-01-01
412308,Chiradeep,Zhiwei,M,d009,Customer Service,40000,9999-01-01
412319,Kazuhito,Ibel,M,d007,Sales,72938,9999-01-01
412324,Abdulla,Tokunaga,M,d008,Research,40000,9999-01-01
412371,Elzbieta,Delgrossi,F,d007,Sales,67197,9999-01-01
412327,Zine,England,F,d003,Human Resources,40000,9999-01-01
412388,Garnet,Kavvadias,M,d008,Research,49594,9999-01-01
412332,Eirik,Basagni,M,d004,Production,46556,9999-01-01
412340,Alain,Litecky,M,d005,Development,40000,9999-01-01
412393,Phillip,Bernardinello,M,d004,Production,50374,9999-01-01
412349,Masadi,Rodiger,M,d009,Customer Service,40000,9999-01-01
412350,Felicidad,Chiola,M,d005,Development,40000,9999-01-01
412403,Mingdong,Angot,M,d005,Development,48797,9999-01-01
412412,Lijia,Lamba,M,d005,Development,40000,9999-01-01
412413,Alexius,Hasham,M,d004,Production,40000,9999-01-01
412431,Ranan,Ghalwash,M,d008,Research,52927,9999-01-01
412547,Ulises,Facello,M,d004,Production,81594,9999-01-01
412550,Pramod,Schoegge,F,d004,Production,50638,9999-01-01
412441,Billur,Rassart,F,d002,Finance,55202,9999-01-01
412560,Mari,Barinka,M,d007,Sales,93313,9999-01-01
412444,Gio,Fritzsche,M,d005,Development,53835,9999-01-01
412454,Dmitri,Fraisse,F,d005,Development,60835,9999-01-01
412574,Yechiam,Panienski,M,d006,Quality Management,40000,9999-01-01
412459,Iara,Stroustrup,F,d005,Development,61752,9999-01-01
412479,Bangqing,Talmon,M,d005,Development,40000,9999-01-01
412592,Takahiro,Luit,F,d005,Development,40000,9999-01-01
412595,Rasikan,Pearson,M,d005,Development,41246,9999-01-01
412498,Otmar,Woycyznski,M,d004,Production,50023,9999-01-01
412602,Kasidit,Akiyama,F,d005,Development,40714,9999-01-01
412605,Gretta,Hiraishi,M,d004,Production,40000,9999-01-01
412516,Lenore,Alameldin,M,d004,Production,56496,9999-01-01
412621,Bouchung,Lamparter,M,d004,Production,40000,9999-01-01
412520,Moon,Thiran,M,d007,Sales,61363,9999-01-01
